Order Date,SKU ID,Order Quantity
8/28/2022,1145BA,235
3/14/2023,1464AA,3
12/9/2022,1379CA,9
9/5/2022,1193BA,37
7/15/2022,2173CA,2
1/2/2023,2200CA,3
7/25/2022,2277AA,29
12/23/2022,2953BA,50
2/23/2022,2498CA,2
6/30/2022,2923CA,6
12/31/2022,1695CA,1
3/5/2022,1403CA,1
9/15/2022,1145BA,560
3/16/2023,3143CA,5
5/10/2023,3079BA,18
4/2/2022,2956AA,20
8/29/2022,2422BA,18
11/14/2022,3420AA,1
12/29/2022,2291AA,223
11/8/2022,2471CA,2321
3/15/2023,3399AA,2
8/1/2022,1967BA,280
3/14/2023,1907AA,1
5/18/2022,2988AA,10
6/13/2022,3533CA,888
4/26/2022,1009AA,300
5/13/2022,3358BA,8
2/23/2023,1967BA,200
1/20/2023,1956CA,1
2/19/2022,3193AA,10
7/22/2022,1077CA,960
3/27/2023,1497CA,69
10/30/2022,1193BA,68
5/17/2023,3404CA,6
12/15/2022,3407CA,5
4/9/2023,2336BA,24
5/8/2022,2396CA,1355
1/31/2023,1967BA,27.5
6/3/2022,1497CA,100
10/14/2022,2041CA,5
5/29/2022,1244AA,36946
1/1/2023,2487BA,6
11/28/2022,3053AA,2
2/27/2023,2220BA,2
11/29/2022,1206BA,64
2/20/2022,2212CA,2
4/15/2022,2970CA,1
3/20/2022,1163CA,81
6/11/2023,2564BA,25
4/24/2022,1077CA,60
6/10/2022,3079BA,18
1/4/2023,2331CA,50
5/5/2022,3345AA,4
2/6/2023,1116CA,1650
7/21/2022,1479CA,3
2/4/2023,3448CA,30
6/8/2022,2867AA,1
7/13/2022,2953BA,30
6/18/2022,1382CA,50
9/18/2022,1436BA,1
3/31/2022,1695CA,2
3/8/2022,1993AA,30
4/27/2022,2501CA,165
3/8/2022,2729AA,185
8/28/2022,1970CA,95
2/16/2022,1009AA,242
9/11/2022,2565CA,10
5/11/2022,3193AA,5
3/4/2023,1695CA,1
2/6/2023,2025AA,11
3/20/2022,3358BA,1
6/20/2022,1511CA,10
8/16/2022,2044CA,6
7/18/2022,2229CA,12
4/26/2023,3025CA,1
3/26/2022,2044CA,16
3/30/2022,1695CA,1
2/14/2022,1967BA,305
4/30/2023,3084CA,1
2/10/2022,3079BA,144
12/20/2022,1990AA,15
2/11/2022,3502BA,1
12/30/2022,1921AA,1
3/7/2023,3365CA,1
9/12/2022,2508BA,1
11/7/2022,1995AA,45
4/26/2023,1283CA,1
5/25/2023,1009AA,121
8/21/2022,1967BA,1470
8/10/2022,2326CA,173
2/13/2023,3495CA,20
4/16/2023,1382CA,8
11/9/2022,2331CA,750
11/25/2022,1964BA,105
5/29/2022,2317CA,633
2/18/2023,3551CA,500
2/26/2022,2044CA,2
4/12/2023,3358BA,1
11/4/2022,1382CA,8
8/10/2022,3413AA,1
10/16/2022,3533CA,3000
5/4/2023,3025CA,1
3/7/2023,2935BA,29
1/9/2023,3533CA,735
7/31/2022,3138CA,10
3/3/2023,2867AA,37
1/3/2023,1497CA,118
5/16/2022,1967BA,536
7/18/2022,3413AA,5
6/6/2022,1956AA,1
10/14/2022,1367CA,1
6/23/2022,1126CA,13458
10/2/2022,2763CA,403
2/15/2023,1624CA,2
9/16/2022,3399AA,5
3/5/2023,1945AA,1
3/12/2022,1497CA,60
3/26/2022,1163CA,15
12/3/2022,1921AA,1
7/21/2022,2212CA,3
3/1/2023,1445BA,2
4/4/2023,2938CA,12
9/5/2022,1224AA,25
5/14/2022,1971AA,35
10/16/2022,2867AA,12
5/12/2023,1511CA,7
4/28/2023,2331CA,102
9/19/2022,3590BA,8
6/18/2022,3494AA,30
3/18/2023,1499AA,70
8/21/2022,2044CA,30
2/25/2023,2767AA,164
4/4/2022,1382CA,7
5/1/2023,1083AA,210
10/19/2022,2564BA,41
12/16/2022,2938CA,4
10/29/2022,3407CA,1
9/25/2022,3399AA,5
7/21/2022,3576BA,5
4/23/2022,1130AA,50
5/9/2022,2673BA,357
5/3/2022,3533CA,5000
3/20/2022,2170BA,1
2/13/2023,3160BA,4
8/22/2022,1083AA,590
1/4/2023,2013AA,65
1/6/2023,2923CA,153
11/2/2022,3053AA,3
12/21/2022,1970CA,40
6/12/2022,2458CA,731
8/10/2022,2953CA,7
6/2/2023,2234AA,1
2/5/2023,1650AA,58
1/31/2022,2673BA,276
5/29/2022,2277AA,231
3/7/2023,1161AA,128
9/22/2022,3132BA,1
6/4/2023,2935BA,10
4/16/2022,2508BA,2
2/11/2022,1514BA,1
5/8/2022,1161AA,137
2/9/2023,2044CA,5
2/8/2023,2189CA,6
6/19/2022,3177CA,56.25
3/10/2022,3502BA,10
3/20/2022,1382CA,9
4/19/2023,3619CA,510
1/11/2023,3576BA,16
10/31/2022,1077CA,29848
9/18/2022,1193BA,47
3/6/2022,2317CA,2690
4/7/2023,2021CA,5
7/10/2022,2498BA,1
1/21/2023,1995AA,170
12/11/2022,1964BA,25
9/16/2022,2513CA,1
4/22/2022,3551CA,1200
5/18/2023,2600BA,2
4/5/2022,3160BA,12
4/25/2023,3404CA,8
10/28/2022,2326CA,220
6/3/2023,1971AA,8
5/11/2023,2337CA,1200
10/30/2022,3420AA,1
12/23/2022,1126CA,500
2/16/2022,2508BA,1
12/13/2022,2291AA,1046
3/6/2022,1464AA,1
5/1/2022,3250CA,125
5/4/2022,2429BA,63
9/17/2022,2044CA,2
4/4/2022,3533CA,1575
1/2/2023,2255CA,1
2/1/2022,2640BA,140
2/10/2023,1964BA,10
3/26/2023,2044CA,20
10/6/2022,2229AA,10
3/1/2022,2212CA,4
4/3/2023,2025AA,13
2/26/2023,2041CA,2
6/8/2023,1464AA,2
1/5/2023,2970CA,2
3/26/2022,2227AA,2
11/25/2022,2229CA,1
2/10/2023,2953BA,30
5/1/2022,2867AA,77
2/28/2023,1907AA,1
5/9/2023,1956CA,1
4/2/2022,2930CA,6
11/23/2022,1695CA,5
11/25/2022,1970CA,280
3/1/2023,3619CA,170
3/24/2023,2498CA,1
11/1/2022,3420AA,2
9/13/2022,3404CA,2
5/27/2022,2317CA,1275
11/12/2022,2729AA,168
5/12/2023,2988AA,6
10/26/2022,2938CA,1
10/21/2022,2277AA,5300
7/23/2022,2508BA,1
8/28/2022,1009AA,50
8/5/2022,2189CA,2
2/5/2022,3533CA,250
3/14/2022,3448CA,40
9/30/2022,2337CA,735
6/8/2022,3358BA,5
3/3/2023,1445BA,3
4/11/2023,2396CA,300
5/9/2023,2025AA,37
3/27/2022,2484BA,29
2/2/2022,2606AA,2
5/17/2022,3461CA,50
6/25/2022,2498BA,3
12/24/2022,2621AA,1
8/6/2022,1967BA,60
4/30/2022,1695CA,1
4/12/2022,1385CA,8
12/8/2022,3576BA,3
11/11/2022,2673BA,421
6/2/2022,3533CA,500
12/9/2022,2876CA,2
9/21/2022,1582CA,1
8/22/2022,1971AA,55
1/18/2023,3619CA,979
12/25/2022,1586CA,5
4/14/2023,1970CA,80
1/24/2023,2673BA,440
12/16/2022,1953AA,1
6/12/2022,1511CA,35
5/9/2022,3502BA,1
8/23/2022,2763CA,455
5/12/2022,2013AA,110
5/31/2023,2847BA,13
4/30/2023,1511CA,10
4/3/2023,1009AA,2
7/7/2022,2953BA,60
3/12/2023,1945AA,1
11/7/2022,3407CA,15
11/8/2022,3345AA,5
7/5/2022,3533CA,8000
1/30/2022,1908AA,1
12/1/2022,2923CA,6
5/9/2022,2501CA,175
8/7/2022,2606AA,1
10/5/2022,3570CA,1
4/11/2022,2044CA,9
6/17/2022,2930CA,1
12/23/2022,2867AA,1
3/2/2022,2662CA,6
12/28/2022,2317CA,1836
5/12/2023,1945AA,1
9/26/2022,2013AA,367
5/15/2022,1953AA,1
11/25/2022,1382CA,2
7/7/2022,3407CA,5
3/26/2023,3027CA,1
7/31/2022,2752AA,81
11/9/2022,2227AA,3
11/3/2022,3193AA,30
10/31/2022,3358BA,3
10/20/2022,2396CA,130
6/24/2022,3053AA,27
5/16/2023,1907AA,1
2/26/2023,3616CA,4
4/6/2022,2200CA,1
7/27/2022,1956CA,1
5/17/2022,1009AA,331
7/6/2022,3413AA,2
4/8/2023,2606AA,3
10/9/2022,3125AA,4
4/14/2023,2867AA,7
9/24/2022,2930CA,7
6/15/2022,2041CA,33
2/3/2022,3365CA,3
9/8/2022,1971AA,275
6/17/2022,3407CA,2
5/26/2023,3462AA,100
5/5/2022,2189CA,2
9/29/2022,3365CA,10
12/16/2022,1956AA,1
3/20/2023,3495CA,10
1/10/2023,1009AA,1350
3/1/2022,1499AA,30
11/23/2022,2331CA,357
5/14/2023,2315BA,59
4/19/2022,2956AA,48
7/19/2022,1385CA,9
8/16/2022,1970CA,55
2/20/2023,1511CA,10
6/10/2023,2025AA,3
7/15/2022,3551CA,500
12/1/2022,1126CA,50
2/16/2022,3404CA,2
5/14/2022,2970CA,2
3/17/2023,2342CA,21
4/1/2023,1624CA,3
5/25/2023,3533CA,2000
3/20/2023,2016CA,55
3/16/2022,2317CA,124
5/22/2022,3193AA,12
10/3/2022,1992AA,25
3/4/2022,2291AA,50
3/16/2022,3084CA,23
8/31/2022,2785BA,133
1/2/2023,2189CA,6
8/22/2022,3132BA,1
5/31/2022,2767AA,114
9/3/2022,2060AA,5
1/3/2023,2508BA,1
3/12/2023,2508BA,2
6/4/2023,2923CA,3
5/6/2023,1464AA,1
11/8/2022,2621AA,2
3/2/2023,1497CA,184
1/21/2023,1967BA,120
6/6/2022,1630BA,1
2/21/2022,1695CA,1
1/13/2023,1906CA,1
8/12/2022,2876CA,2
5/9/2022,3461CA,15
3/10/2023,3098AA,1
4/21/2023,2988AA,1
11/5/2022,3570CA,16
2/2/2023,1077CA,3362
2/16/2022,3533CA,800
6/1/2023,2923CA,1
4/28/2023,2277AA,150
6/7/2022,2867AA,6
3/29/2022,3448CA,30
4/5/2023,2930CA,4
7/26/2022,3079BA,1500
4/2/2022,2060AA,2
12/8/2022,1116CA,2000
2/15/2022,3079BA,30
2/5/2022,1908AA,1
5/28/2023,2317CA,30
9/2/2022,3365CA,72
5/8/2023,3448CA,200
10/10/2022,2265BA,4
12/13/2022,2956AA,15
3/9/2022,1993AA,713
5/30/2023,3502BA,2
1/30/2023,3404CA,5
2/10/2022,1970CA,7.5
7/29/2022,1479CA,10
7/8/2022,2988AA,1
12/2/2022,2229AA,4
10/13/2022,2189CA,2
6/13/2023,3413AA,1
12/29/2022,2255CA,15
5/30/2023,1995AA,45
5/27/2022,1083AA,3378
2/18/2023,2142CA,1
6/6/2022,3462AA,50
2/15/2022,3570CA,24
12/23/2022,2170BA,2
4/3/2023,1956CA,3
5/30/2022,1967BA,297
8/10/2022,3533CA,500
3/27/2022,1882CA,1
12/24/2022,2044CA,3
10/26/2022,3551CA,500
11/13/2022,2752AA,230
7/23/2022,2606AA,2
12/3/2022,2673BA,1540
7/5/2022,3177CA,67.5
10/7/2022,3551CA,100
2/13/2023,2016CA,20
8/18/2022,1971AA,20
7/9/2022,1379CA,8
5/30/2022,2953CA,1
2/28/2022,2953BA,300
9/10/2022,2501CA,15
9/22/2022,1907AA,1
2/13/2022,1921AA,1
5/26/2023,3407CA,5
5/3/2023,1497CA,200
6/2/2023,2016CA,320
5/12/2023,2515BA,107
10/23/2022,1464AA,3
12/29/2022,3053AA,17
10/30/2022,3420AA,2
7/19/2022,1994AA,170
8/31/2022,1993AA,657.5
10/19/2022,2970CA,2
7/5/2022,2621AA,1
7/11/2022,3404CA,4
3/19/2022,3413AA,3
5/22/2023,3027CA,2
6/16/2022,1993AA,5
10/12/2022,2013AA,255
4/23/2022,2173CA,4
5/13/2023,3413AA,25
5/19/2022,1382CA,9
6/18/2022,2953CA,1
4/26/2023,3502BA,2
5/11/2022,2229CA,1
4/11/2022,2988AA,1
2/10/2023,1224AA,17
2/17/2022,1499CA,1
2/3/2023,2060AA,2
4/23/2023,2317CA,775
3/12/2023,3462AA,50
6/4/2022,1486CA,3
3/7/2023,3025CA,1
10/4/2022,1145BA,170
3/13/2023,1083AA,10839
4/5/2023,3250CA,850
2/23/2023,3404CA,6
6/30/2022,1630BA,1
1/11/2023,1908AA,1
6/26/2022,1214CA,376
6/4/2023,1145BA,108
10/10/2022,2935BA,4
7/16/2022,1163CA,137
4/1/2022,2729AA,138
8/3/2022,1077CA,4794
2/23/2022,1956AA,1
3/2/2022,1499CA,1
6/21/2022,3075AA,2
3/24/2022,1163CA,126
4/17/2022,2236CA,6
6/1/2023,3075AA,2
2/6/2022,1499CA,4
2/23/2023,3619CA,5060
9/4/2022,2867AA,47
8/7/2022,2935BA,39
2/20/2022,3610AA,36
7/14/2022,1009AA,506
5/24/2022,1382CA,8
5/5/2022,2227AA,2
7/19/2022,2923CA,6
3/29/2022,1499AA,70
1/7/2023,2317CA,714
6/10/2023,1964BA,135
4/26/2023,3413AA,2
3/19/2023,2013AA,25
7/8/2022,2508BA,1
11/22/2022,2956AA,6
5/21/2023,1624CA,5
4/18/2023,2317CA,20
12/27/2022,1956CA,12
4/9/2022,3502BA,8
12/15/2022,1497CA,50
9/2/2022,1497CA,58
2/14/2023,1317CA,1
4/18/2023,3551CA,250
5/8/2022,1193BA,14
6/4/2022,3160BA,4
2/11/2022,1967BA,85
8/12/2022,2662CA,6
5/15/2022,2227AA,2
3/25/2022,2923CA,1
2/27/2023,3177CA,1713.8
5/2/2022,2291AA,17435
9/5/2022,1193BA,122
5/28/2023,2013AA,100
5/2/2023,2326CA,53
6/17/2022,1479CA,5
3/11/2023,2013AA,48
12/7/2022,2212CA,1
5/30/2023,3494AA,90
4/17/2023,2953CA,1
5/22/2023,1009AA,150
6/10/2023,3610AA,20
11/4/2022,2291AA,362
4/4/2022,1971AA,45
7/4/2022,3576BA,12
2/28/2023,3404CA,6
12/30/2022,3053AA,9
2/8/2023,3551CA,700
5/29/2022,1499AA,70
3/1/2023,3494AA,60
11/5/2022,2956AA,6
9/13/2022,2953CA,1
5/6/2022,2025AA,11
4/14/2022,2923CA,1
10/3/2022,1077CA,7444
6/16/2022,1994AA,30
12/6/2022,1193BA,129
3/9/2023,1379CA,7
12/31/2022,2337CA,179
2/18/2023,1283CA,1
3/20/2022,1436BA,80
4/30/2023,1964BA,600
5/20/2022,1126CA,513
11/9/2022,2785BA,271
8/15/2022,2220BA,2
8/2/2022,2956AA,7
1/8/2023,3404CA,10
2/19/2022,2293AA,37
3/22/2023,1971AA,10
5/20/2023,2189CA,3
4/27/2022,1379CA,25
3/21/2023,2714CA,307
2/21/2023,1601AA,10
1/13/2023,1163CA,275
1/13/2023,2752AA,14
7/28/2022,1234BA,200
12/19/2022,1993AA,200
3/13/2022,1956CA,1
10/28/2022,2025AA,30
12/22/2022,2021CA,14
12/19/2022,2016CA,174
8/22/2022,2348BA,1
3/3/2022,1497CA,150
9/2/2022,2729AA,3
10/1/2022,2277AA,261
9/28/2022,2054CA,6
3/9/2022,2956AA,14
7/4/2022,1163CA,65
8/2/2022,2039CA,21
2/2/2023,2212AA,2
9/12/2022,1130AA,241
8/19/2022,2953CA,2
4/25/2023,2336BA,621.08
12/2/2022,2291AA,48
5/9/2022,3448CA,20
6/30/2022,2189CA,2
4/29/2022,2212AA,1
10/23/2022,3038BA,1
3/3/2023,2189CA,4
2/24/2023,1009AA,48
2/16/2023,1956AA,2
7/4/2022,3619CA,162
5/3/2023,2564BA,1564
12/21/2022,2066AA,304
3/15/2023,3533CA,1000
4/25/2023,2170BA,7
7/17/2022,2317CA,50
12/17/2022,1163CA,65
1/19/2023,2396CA,62000
5/30/2022,1695CA,2
2/20/2023,1921AA,1
3/25/2022,2766AA,71
2/27/2023,3358BA,4
3/19/2023,2326CA,122
9/5/2022,2867AA,26
1/28/2023,3079BA,126
3/4/2023,3448CA,50
2/12/2023,2291AA,124
4/13/2023,2970CA,1
8/15/2022,1956CA,2
4/12/2022,2044CA,8
2/10/2023,1964BA,10
12/15/2022,2727CA,1
5/1/2022,3512AA,336
1/9/2023,1379CA,10
8/7/2022,3576BA,20
6/13/2023,2060AA,1
3/25/2023,1993AA,1363
11/18/2022,1624CA,4
10/16/2022,2555CA,41
5/1/2023,2422BA,1056
12/15/2022,1077CA,2087
6/6/2023,2604CA,5
3/11/2022,2053BA,3
3/13/2023,3038BA,2
6/1/2023,2501CA,53
10/18/2022,3358BA,1
2/12/2022,1601AA,3
7/6/2022,2564BA,220
3/11/2023,1161AA,63
5/13/2022,3619CA,7
4/29/2023,2326CA,51
3/18/2022,1193BA,18
9/30/2022,3404CA,8
6/1/2022,1283CA,1
12/11/2022,3084CA,1
12/31/2022,1445BA,1
12/11/2022,1382CA,8
1/14/2023,1130AA,447
5/23/2023,2953BA,20
5/3/2023,1445BA,2
11/26/2022,2013AA,5
6/6/2022,3177CA,67.5
4/27/2022,3125AA,3
8/9/2022,3193AA,1
2/12/2023,1497CA,80
7/3/2022,1479CA,2
10/10/2022,2498BA,2
2/20/2022,1126CA,120
3/18/2023,3494AA,50
8/12/2022,3143CA,4
3/10/2023,2714CA,403
5/1/2022,1009AA,305
4/27/2022,2766AA,345
5/23/2022,3407CA,3
8/8/2022,1601AA,5
4/26/2022,1624AA,1
3/11/2023,2293AA,224
5/19/2022,3358BA,1
4/10/2022,1908AA,1
2/27/2022,2501CA,500
3/2/2022,1499AA,10
9/24/2022,2487BA,13
3/9/2023,3407CA,13
2/2/2022,1499CA,6
5/13/2023,1145BA,802
3/6/2023,3502BA,20
5/7/2023,2953BA,30
3/25/2023,3619CA,7280
5/11/2022,1964BA,115
4/3/2022,1499AA,120
9/5/2022,1145BA,12
7/11/2022,2621AA,5
4/26/2023,1193BA,22
10/3/2022,1130AA,500
3/13/2023,1511CA,15
11/11/2022,2200CA,1
4/22/2022,1993AA,4740
2/6/2022,3399AA,2
7/12/2022,3448CA,340
2/9/2023,1695CA,1
9/26/2022,2013AA,100
1/31/2022,1385CA,14
11/18/2022,2331CA,30
3/20/2022,3407CA,15
6/7/2023,1970CA,105
4/13/2023,2564BA,97
10/31/2022,1956AA,1
2/17/2022,2331CA,400
4/25/2022,2953CA,1
11/16/2022,1956CA,1
7/10/2022,1964BA,300
8/21/2022,2970CA,1
9/25/2022,1317CA,1
12/14/2022,1163CA,150
9/20/2022,1083AA,7254
2/17/2023,1163CA,125
4/12/2023,2621AA,5
12/19/2022,1956CA,1
10/22/2022,3345AA,7
1/18/2023,2938CA,1
1/30/2022,2930CA,3
4/10/2022,1499CA,3
5/5/2022,2606AA,1
11/14/2022,1964BA,68
12/21/2022,3413AA,2
12/28/2022,3075AA,2
4/18/2023,1971AA,415
11/17/2022,3143CA,4
7/20/2022,3177CA,67.5
11/28/2022,1956CA,2
3/13/2023,1214CA,21
8/23/2022,2867AA,2
5/8/2022,1445BA,1
3/9/2022,2930CA,1
9/29/2022,1479CA,10
6/3/2022,2501CA,12
7/10/2022,3619CA,1270
1/27/2023,3038BA,1
3/8/2022,1009AA,281
6/3/2022,2840AA,32
3/10/2023,1009AA,250
9/14/2022,2317CA,275
6/28/2022,2025AA,20
1/23/2023,1497CA,5
4/6/2023,2876CA,10
4/11/2022,1464AA,2
4/13/2023,3177CA,56.25
12/24/2022,2013AA,65
5/21/2022,1224AA,160
3/1/2022,2170BA,1
2/12/2023,2044CA,10
6/12/2022,1624CA,2
5/3/2023,1126CA,250
8/20/2022,2498BA,2
9/23/2022,2013AA,280
5/11/2023,1464AA,1
6/20/2022,3533CA,3000
6/2/2023,2078CA,12
10/25/2022,2953BA,30
6/4/2022,2953BA,160
4/10/2022,3075AA,2
8/28/2022,1445BA,1
7/6/2022,2277AA,491
1/31/2023,1956CA,4
6/16/2022,3138CA,3
4/19/2023,3616CA,65
8/20/2022,1970CA,35
3/1/2022,3250CA,650
7/9/2022,1499AA,100
11/17/2022,1130AA,250
2/14/2023,3075AA,2
3/15/2023,3413AA,5
4/22/2023,2670CA,30
4/12/2022,2317CA,310
3/7/2022,3250CA,300
5/30/2022,3404CA,2
11/27/2022,3590BA,16
5/8/2022,1624CA,1
6/25/2022,1970CA,167
3/4/2023,3378CA,300
3/14/2022,3619CA,525
12/9/2022,2867AA,73
3/4/2023,2337CA,642
5/9/2022,2021CA,8
4/26/2023,1486CA,2
6/20/2022,3399AA,1
6/7/2022,3533CA,1
12/1/2022,3533CA,1000
8/5/2022,3462AA,50
2/19/2022,2317CA,250
2/28/2022,1130AA,60
4/9/2023,2326CA,743
7/28/2022,2212CA,4
11/20/2022,2458CA,1600
10/15/2022,3404CA,3
6/25/2022,3461CA,40
12/5/2022,2604CA,11
7/3/2022,3551CA,158
11/9/2022,1514BA,1
2/16/2023,1586CA,25
3/17/2022,1921AA,1
8/6/2022,3345AA,7
5/9/2022,1077CA,2287
1/22/2023,3576BA,5
4/7/2022,3556AA,4
4/18/2022,2840AA,540
1/8/2023,3345AA,10
10/22/2022,3413AA,5
4/7/2023,3079BA,284
9/11/2022,1367CA,1
8/30/2022,2331CA,51.2
1/9/2023,2060AA,1
5/26/2023,1511CA,10
9/20/2022,1163CA,80
11/4/2022,2923CA,5
3/27/2023,1695CA,1
2/4/2023,3053AA,10
11/8/2022,3619CA,950
3/4/2023,3495CA,15
6/6/2022,2498CA,1
10/3/2022,2337CA,170
11/21/2022,1445BA,3
5/30/2022,1330CA,1
6/5/2022,2173CA,7
5/27/2022,2988AA,1
5/5/2022,3494AA,50
8/20/2022,1385CA,8
4/18/2023,3193AA,5
12/26/2022,3407CA,1
8/24/2022,1990AA,30
2/19/2023,3619CA,2000
5/12/2023,2337CA,16
1/16/2023,3448CA,8
3/28/2023,1956CA,2
6/11/2023,3125AA,5
9/18/2022,3556AA,16
4/26/2023,2348BA,1
11/7/2022,1145BA,175
12/29/2022,2956AA,16
3/8/2023,2396CA,200
11/24/2022,2277AA,798
9/30/2022,2729AA,151
11/6/2022,1379CA,2
4/20/2023,3399AA,3
12/24/2022,2930CA,4
11/3/2022,1993AA,15
4/22/2022,3193AA,5
5/15/2023,1630BA,3
2/9/2023,2277AA,208
5/26/2023,3143CA,4
4/23/2023,1445BA,3
8/24/2022,3053AA,7
6/4/2023,3502BA,1
8/14/2022,3053AA,73
4/10/2022,2053BA,21
8/20/2022,2291AA,475
2/13/2023,1967BA,122.5
3/4/2022,3075BA,4
7/18/2022,1971AA,265
5/22/2023,2142CA,1
10/23/2022,1967BA,700
2/8/2023,2337CA,70
11/27/2022,1956AA,1
6/10/2022,2508BA,1
5/9/2023,3423CA,2
8/30/2022,1009AA,415
4/4/2022,2935BA,10
9/11/2022,1882CA,2
11/20/2022,2053BA,5
3/11/2023,2867AA,15
10/9/2022,1945AA,1
5/27/2022,1716AA,3
12/12/2022,1283CA,1
12/17/2022,3462AA,100
12/15/2022,1379CA,2
8/13/2022,1379CA,7
9/17/2022,1511CA,20
8/8/2022,2041CA,3
8/19/2022,1956AA,2
2/28/2022,2729AA,40
8/27/2022,3423CA,2
2/15/2022,3250CA,100
5/10/2022,1970CA,10
2/6/2022,3495CA,10
3/13/2023,3590BA,6
9/3/2022,3423CA,2
3/9/2022,1224AA,537
10/21/2022,1077CA,6031
4/28/2023,2564BA,21
6/4/2023,2930CA,3
8/1/2022,3502BA,2
5/14/2022,3404CA,6
5/31/2022,2013AA,65
8/23/2022,2337CA,385
8/4/2022,3407CA,10
4/12/2023,2727CA,134
5/9/2022,2501CA,400
5/25/2022,3576BA,10
5/10/2022,3399AA,3
4/26/2022,1464AA,3
3/4/2022,2935BA,3
5/12/2022,1009AA,893
8/14/2022,3462AA,100
5/17/2022,2200CA,3
4/2/2022,1695CA,1
5/8/2023,2956AA,3
4/11/2023,1009AA,1850
11/22/2022,2606AA,2
11/28/2022,1077CA,5500
7/24/2022,1317CA,1
7/29/2022,1255CA,1
7/12/2022,1317CA,6
12/10/2022,2867AA,18
5/23/2022,3365CA,3090
9/29/2022,3399AA,5
11/12/2022,1077CA,982
2/21/2022,1601AA,1
2/10/2023,1970CA,340
4/15/2023,1967BA,60
10/21/2022,3423CA,1
2/1/2022,2484BA,29
4/12/2023,2935BA,1
3/6/2022,3502BA,12
6/19/2022,3448CA,40
7/16/2022,2236CA,46
4/24/2022,1130AA,830
12/27/2022,1366BA,1
4/18/2022,1798AA,11
7/14/2022,1956CA,1
2/7/2022,1964BA,340
10/14/2022,1499AA,100
1/16/2023,1695CA,3
2/14/2023,1255CA,1
6/25/2022,1601AA,3
2/11/2023,2814BA,8
11/9/2022,2396CA,400
9/17/2022,2016CA,100
3/9/2023,2277AA,554
7/23/2022,2923CA,15
2/12/2023,1624CA,3
7/26/2022,1009AA,173
10/30/2022,2016CA,12.5
2/3/2022,3358BA,1
6/9/2022,3407CA,6
4/25/2023,3512AA,3000
5/3/2022,1464AA,1
7/28/2022,1681CA,5
4/19/2023,1161AA,158
3/12/2023,1130AA,560
5/15/2022,1499CA,1
4/17/2022,1145BA,16
6/17/2022,2513CA,2
2/21/2023,1403CA,1
1/26/2023,3610AA,20
12/9/2022,3494AA,50
4/5/2022,1907AA,1
8/22/2022,1497CA,100
4/27/2022,1234BA,86
5/13/2022,1445BA,7
7/8/2022,2923CA,1
12/23/2022,2212CA,8
12/30/2022,2555CA,11
12/7/2022,2013AA,50
10/28/2022,3358BA,1
2/23/2022,1586CA,140
4/23/2022,3120BA,3
8/5/2022,2953CA,1
7/11/2022,2317CA,341
2/11/2023,2867AA,2
6/29/2022,1330CA,1
5/19/2022,2729AA,33
4/6/2022,1445BA,1
3/12/2022,2935BA,6
11/16/2022,1009AA,25
5/30/2022,2632AA,260
5/29/2023,1953AA,1
2/1/2022,3420AA,2
8/21/2022,1464AA,2
10/23/2022,3533CA,1000
8/23/2022,3533CA,10631
3/2/2023,1956AA,1
5/4/2023,3576BA,10
1/1/2023,3495CA,15
4/29/2023,2025AA,4
5/17/2023,2970CA,1
6/25/2022,1479CA,2
5/6/2023,1161AA,100
8/4/2022,2953BA,100
9/15/2022,3177CA,67.5
2/3/2023,1464AA,2
4/23/2022,1953AA,1
3/7/2023,3576BA,1
9/28/2022,2291AA,83
2/28/2022,2785BA,32
8/19/2022,2513CA,1
5/21/2022,2501CA,11103
3/9/2022,2632AA,4
9/1/2022,2025AA,5
8/25/2022,1317CA,1
2/15/2023,1083AA,790
5/7/2023,3160BA,5
10/10/2022,2680BA,3
3/23/2022,2621AA,9
2/5/2022,2956AA,27
4/23/2023,2935BA,17
1/22/2023,1445BA,1
6/9/2023,1993AA,50
8/9/2022,2977BA,4
3/6/2023,3365CA,25
9/14/2022,3423CA,1
10/28/2022,1630BA,3
12/14/2022,2621AA,260
7/21/2022,2953BA,100
8/22/2022,3502BA,1
11/29/2022,2515BA,260
1/13/2023,1970CA,35
3/15/2023,3619CA,1000
5/30/2022,2267CA,4
7/10/2022,2498BA,1
3/31/2023,2326CA,7
3/17/2023,2229AA,11
5/22/2023,3027CA,1
5/23/2023,2600BA,2
3/21/2022,1499AA,30
11/7/2022,1083AA,120
12/17/2022,1908AA,1
4/19/2023,1695CA,1
3/17/2022,3576BA,22
2/17/2023,3053AA,16
11/10/2022,1077CA,9212
6/30/2022,3193AA,14
9/15/2022,3075AA,2
3/20/2022,3399AA,10
3/3/2023,2337CA,24
11/10/2022,2473CA,2414
5/2/2022,3138CA,10
5/2/2023,1499AA,94
8/26/2022,1234BA,450
9/30/2022,1953AA,1
1/15/2023,1077CA,2000
11/23/2022,2044CA,16
12/6/2022,3413AA,2
6/20/2022,3003AA,1
2/6/2023,1992AA,200
5/16/2023,3365CA,10
8/14/2022,2317CA,120
3/15/2023,2291AA,50
8/30/2022,2458CA,288
7/10/2022,1967BA,282.5
3/12/2023,1083AA,2055
2/23/2023,3413AA,5
10/14/2022,2054AA,5
12/10/2022,3461CA,10
12/12/2022,3619CA,1126
3/11/2022,1708AA,3
12/2/2022,3502BA,2
6/7/2023,3358BA,1
